 1.7200 17.8700 13.5000 12.5000 162000.0000 162000.0000
 0.1600 9500.0000  0.6000 19.9000  0.4000  0.2300
13750.9871  0.9967  0.0167  0.0130 24.2000  0.0000
700.0000 40.0000 27000.0000 59400.0000  1.0000  0.0000
 0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
 0.2500  7.3432  0.0143  5.2693  0.5452  5.0858
 0.3000  7.3610  0.0158  4.2956  0.4534  4.0833
 0.3500  7.2703  0.0113  8.0632  0.5223  8.1197
 0.4000  7.3164  0.0000  5.0733  0.0003  5.8481
 0.4500  7.3416  0.0000  3.9362  0.0000  4.6988
 0.5000  7.3541  0.0000  3.3603  0.0000  4.1167
 0.5500  7.3632  0.0000  2.9250  0.0000  3.6833
 0.6000  7.3704  0.0000  2.5610  0.0000  3.3167
 0.6500  7.3762  0.0000  2.2410  0.0000  3.0000
 0.7000  7.3809  0.0000  1.9510  0.0000  2.7000
 0.7500  7.3845  0.0000  1.6828  0.0000  2.4333
 0.8000  7.3871  0.0000  1.4313  0.0000  2.1833
 0.8500  7.3886  0.0000  1.1927  0.0000  1.9333
