 1.7200 17.8700 13.5000 12.5000 162000.0000 162000.0000
 0.1600 9500.0000  0.6000 19.9000  0.4000  0.2300
13750.9871  0.9967  0.0167  0.0130 24.2000  0.0000
700.0000 40.0000 27000.0000 59400.0000  1.0000  0.0000
 0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
 8.0000  7.3426  0.0456 -6.0288  2.9475 14.1365
 8.5000  7.2546  0.0079  8.7096  0.6452  8.5576
 9.0000  7.2743  0.0022  6.0424  0.2551  6.4303
 9.5000  7.2947  0.0033  4.4233  0.1888  4.8861
10.0000  7.3930  0.0259  0.3777  1.3168 21.9838
10.5000  7.2702  0.0014  6.4654  0.1667  7.0016
11.0000  7.2967  0.0013  4.4499  0.0657  5.1222
11.5000  7.2853  0.0001  5.1380  0.0089  5.9141
12.0000  7.3010  0.0000  4.3120  0.0001  5.0948
12.5000  7.3092  0.0000  3.9950  0.0001  4.7736
13.0000  7.3156  0.0000  3.7869  0.0001  4.5624
13.5000  7.3212  0.0000  3.6315  0.0000  4.4000
14.0000  7.3261  0.0000  3.5078  0.0000  4.2833
14.5000  7.3306  0.0000  3.4066  0.0000  4.1667
15.0000  7.3348  0.0000  3.3220  0.0000  4.0833
15.5000  7.3386  0.0000  3.2504  0.0000  4.0167
16.0000  7.3422  0.0000  3.1892  0.0000  3.9500
16.5000  7.3455  0.0000  3.1365  0.0000  3.9000
17.0000  7.3487  0.0000  3.0909  0.0000  3.8500
17.5000  7.3516  0.0000  3.0515  0.0000  3.8167
18.0000  7.3543  0.0000  3.0173  0.0000  3.7833
18.5000  7.3569  0.0000  2.9878  0.0000  3.7500
19.0000  7.3593  0.0000  2.9622  0.0000  3.7167
19.5000  7.3615  0.0000  2.9402  0.0000  3.7000
20.0000  7.3636  0.0000  2.9214  0.0000  3.6833
20.5000  7.3655  0.0000  2.9055  0.0000  3.6667
21.0000  7.3673  0.0000  2.8922  0.0000  3.6500
21.5000  7.3690  0.0000  2.8812  0.0000  3.6333
22.0000  7.3705  0.0000  2.8723  0.0000  3.6333
22.5000  7.3719  0.0000  2.8655  0.0000  3.6167
23.0000  7.3731  0.0000  2.8604  0.0000  3.6167
23.5000  7.3743  0.0000  2.8570  0.0000  3.6167
24.0000  7.3753  0.0000  2.8551  0.0000  3.6000
24.5000  7.3761  0.0000  2.8546  0.0000  3.6000
25.0000  7.3769  0.0000  2.8555  0.0000  3.6000
25.5000  7.3775  0.0000  2.8576  0.0000  3.6167
26.0000  7.3781  0.0000  2.8609  0.0000  3.6167
26.5000  7.3785  0.0000  2.8653  0.0000  3.6167
27.0000  7.3788  0.0000  2.8707  0.0000  3.6167
27.5000  7.3790  0.0000  2.8771  0.0000  3.6333
28.0000  7.3790  0.0000  2.8844  0.0000  3.6333
28.5000  7.3790  0.0000  2.8926  0.0000  3.6500
29.0000  7.3789  0.0000  2.9016  0.0000  3.6500
29.5000  7.3786  0.0000  2.9114  0.0000  3.6667
30.0000  7.3783  0.0000  2.9220  0.0000  3.6667
