 1.7200 17.8700 13.5000 12.5000 162000.0000 162000.0000
 0.1600 9500.0000  0.6000 19.9000  0.4000  0.2300
13750.9871  0.9967  0.0167  0.0130 24.2000  0.0000
700.0000 40.0000 27000.0000 59400.0000  1.0000  0.0000
 0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
 0.5000  7.3880  0.0000  1.8561  0.0000  3.0333
 0.6000  7.3844  0.0000  2.0576  0.0000  3.1500
 0.7000  7.3801  0.0000  2.2632  0.0000  3.2667
 0.8000  7.3752  0.0000  2.4746  0.0000  3.4000
 0.9000  7.3696  0.0000  2.6943  0.0000  3.5333
 1.0000  7.3632  0.0000  2.9250  0.0000  3.6833
 1.1000  7.3560  0.0000  3.1709  0.0000  3.8500
 1.2000  7.3477  0.0000  3.4384  0.0000  4.0167
 1.3000  7.3380  0.0000  3.7377  0.0000  4.2355
 1.4000  7.3265  0.0000  4.0892  0.0000  4.5094
 1.5000  7.3116  0.0000  4.5447  0.0000  4.8723
