 1.7200 17.8700 13.5000 12.5000 162000.0000 162000.0000
 0.1600 9500.0000  0.6000 19.9000  0.4000  0.2300
13750.9871  0.9967  0.0167  0.0130 24.2000  0.0000
700.0000 10.0000 27000.0000 59400.0000  1.0000  0.0000
 0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
 0.0050  7.3431  0.0000  1.8639  0.0000  2.6333
 0.0060  7.3622  0.0000  1.8214  0.0000  2.5833
 0.0070  7.3796  0.0000  1.7995  0.0000  2.5500
 0.0080  7.3957  0.0000  1.7853  0.0000  2.5333
 0.0090  7.4105  0.0000  1.7742  0.0000  2.5167
 0.0100  7.4243  0.0000  1.7644  0.0000  2.5000
 0.0110  7.4372  0.0000  1.7554  0.0000  2.4833
 0.0120  7.4492  0.0000  1.7468  0.0000  2.4667
 0.0130  7.4604  0.0000  1.7387  0.0000  2.4667
 0.0140  7.4709  0.0000  1.7311  0.0000  2.4500
 0.0150  7.4808  0.0000  1.7239  0.0000  2.4500
 0.0160  7.4900  0.0000  1.7171  0.0000  2.4333
 0.0170  7.4987  0.0000  1.7107  0.0000  2.4167
 0.0180  7.5069  0.0000  1.7047  0.0000  2.4167
 0.0190  7.5147  0.0000  1.6991  0.0000  2.4000
 0.0200  7.5220  0.0000  1.6938  0.0000  2.4000
